,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,label
4612,2.170370198,-0.384854,-0.087430962,-0.077576459,-0.020702341,0.017860798,-0.066273686,0.06106076,0.111957025,D
4634,2.341257821,-0.112252917,0.093334147,0.060087564,0.051296444,-0.046239881,0.035904233,-0.011974981,-0.061727381,D
4658,-7.154599886,-3.375927883,-1.815500276,0.482633539,-0.060134485,0.1587908,-0.431105277,0.21431858,0.519232424,D
4682,1.578386866,-0.6426046,-0.136397863,0.227494781,0.130089972,-0.080408606,-0.070778958,0.090320996,0.179074953,D
4705,0.970527622,-1.113629824,-0.299060486,0.098648131,0.057936099,-0.006453444,-0.10618132,-0.049397107,0.241804124,D
4726,1.729163076,-0.49967794,-0.098880897,0.129992959,0.062023865,0.001223827,-0.070810521,0.058629522,0.164605301,D
4750,-7.799475975,-0.82360229,-1.566859966,1.00552274,0.361805122,0.155314872,-0.363438001,-0.021810959,0.071396401,D
4774,-11.95669495,-1.676377033,-0.791464308,1.125808459,0.27967296,1.360609958,-0.350294787,-0.326268922,0.632838351,D
4798,2.36143888,-0.242989168,0.118221867,0.104718932,0.110471517,0.036957154,-0.045426585,-0.015772779,-0.130481248,D
4818,1.436314338,-0.556367521,0.000491497,0.271087747,0.146008599,-0.081964063,-0.131887574,0.011028957,0.058188083,D
4842,-5.582009053,0.085191857,-1.070778763,-0.02150353,-0.162466625,0.141622357,0.071738046,-0.116858515,0.720328083,D
4866,-2.727908871,-0.340495833,-0.898894433,0.426332497,-0.051701976,0.145127442,-0.155606837,0.09086959,0.149214958,D
4890,-32.03988811,11.63363762,-0.565292065,5.106326477,-0.84797524,4.473237075,1.430905119,-1.255499645,-0.821127157,D
4914,2.544872737,-0.063646277,0.149656438,-0.047902962,0.050444761,-0.010910096,-0.031838089,0.001534446,-0.054586435,A
4937,1.466870267,-0.892650474,-0.450301574,0.334376438,0.414390267,-0.289391608,0.234030039,0.214217437,-0.132239932,A
4960,2.45777244,-0.223774637,-0.018210073,-0.077496049,0.06839158,-0.017399425,-0.0249183,0.018490638,-0.078654957,A
4984,2.449445852,-0.275627225,-0.049522817,-0.11924842,0.024098133,-0.016526561,-0.026379387,0.03837848,0.026177252,A
5005,2.961758338,0.031217818,0.261464644,-0.08793023,0.00931187,0.027384105,-0.01744677,0.035900493,0.012084673,A
5013,0.393028734,-1.106020765,-0.387365693,0.378467206,0.224251993,-0.083454322,5.81E-05,0.082283341,0.029504697,A
5036,2.748677546,-0.056739843,0.213247453,-0.059493594,-0.028381636,0.036718331,-0.041011983,-0.016862724,-0.015313957,A
5055,2.432118216,0.005433562,0.175627119,-0.019124312,0.076047791,0.038258249,-0.047676226,-0.03002253,-0.054725124,A
5079,0.115352112,-1.269106996,-0.390558819,1.004314823,0.572598308,-0.308009185,0.149129391,0.06587188,-0.373929253,A
5103,2.531747977,-0.214448924,0.140150425,0.116362904,0.161476952,-0.053180709,0.022748153,0.099794205,-0.017391478,A
5118,-0.955658353,-1.518098971,-1.038002329,0.07747635,0.368305627,-0.15262419,0.054385717,0.06243413,-0.350393716,A
5142,-0.629759496,-1.805769543,-1.563203148,-0.41969893,0.005151087,0.182106295,-0.225124042,0.093976576,-0.040890105,A
5166,2.460030024,-0.345280168,-0.120480091,-0.107913874,0.073263389,0.011374275,-0.032078962,0.050898486,0.004735591,A
5182,1.323416896,-1.033696833,-0.596987753,-0.142612446,0.008607541,-0.109459422,-0.106903347,-0.107718211,-0.305092953,A
5204,2.829895874,-0.074654883,0.178544974,-0.070017957,0.039490811,-0.011718807,0.019342645,0.060545846,0.014707563,A
5217,2.729406476,-0.082942849,0.151794092,-0.101539127,0.019256891,0.014738018,0.014344146,0.006680844,-0.029813629,A
5238,1.387459567,0.278817934,-0.165462205,0.323572154,-0.063549383,0.089373412,0.089326103,0.123928578,-0.088699957,A
5262,2.755198642,0.00966727,0.208270604,-0.021284516,0.031808831,0.016460506,-0.020831701,0.076210582,0.008994642,A
5283,2.51687209,0.036208233,0.173150013,0.026614288,-0.00113857,0.01843096,0.040639234,0.073930065,0.012710602,A
5306,2.659021168,0.017534463,0.266409517,0.092507004,0.040280657,0.079517827,-0.077465978,0.027883474,0.008396172,A
5325,-0.113495316,-1.542981163,-0.409780588,0.688828495,0.338648612,-0.585760741,0.327156806,0.177390576,-0.034930871,A
5349,2.697474602,-0.126966915,0.283702972,0.085922541,0.074526747,-0.110533253,0.064799216,0.062277553,0.017497001,A
5365,2.529205135,-0.296835489,0.045235977,-0.121030723,-0.016707267,-0.065133527,-0.006179125,-0.055024149,-0.089451009,A
5382,2.297011435,-0.426935616,-0.226242572,-0.079478676,0.142025053,-0.043225735,0.014961232,0.095058039,-0.068329643,D
5403,2.65217525,-0.206441188,0.086260312,-0.086161895,0.005374449,-0.027942834,-0.011256905,-0.01568889,-0.064471954,A
5419,2.286839158,-0.410985362,-0.024443984,-0.058116562,-0.001700146,-0.047410943,-0.039785324,-0.024353545,-0.073352054,A
5438,2.518177955,-0.045629282,0.168391963,0.094920892,0.091105118,0.00925029,0.060203494,0.02941844,-0.0368449,A
5461,2.779906163,-0.020689491,0.25665257,-0.068582929,0.025901663,0.059994097,-0.03748711,0.053447931,0.025301059,C
5481,2.913032686,0.005535581,0.274307688,-0.081318793,-0.002490184,0.016805089,-0.001362193,0.021772654,0.020192763,C
5497,1.063276455,-0.811236838,0.559865056,0.657349248,0.375476816,-0.255729823,-0.044585732,0.148478452,0.106583794,C
5516,2.295179253,-0.05552025,0.221504947,0.169637437,0.021976895,-0.014568914,-0.078135562,0.116710682,0.005440786,C
5539,1.419254391,-0.173995494,0.254200383,0.376559509,0.177406359,0.222770317,-0.125721695,0.009034971,-0.081322583,C
5563,1.682465294,-0.36087524,0.62374887,-0.09424404,0.161850328,0.17920254,-0.133194496,0.228565923,-0.088740177,C
5587,2.620536205,-0.197584819,0.13049168,-0.091585471,0.010519467,-0.016673103,-0.00564675,-0.013461563,-0.058323683,C
5606,2.836369693,0.007157209,0.266920755,-0.061133274,0.007347547,0.010928918,-0.022467791,0.038543295,-0.010226375,A
5626,2.818816264,-0.006232712,0.263215167,-0.061943277,0.015606565,-0.013568248,-0.029060184,0.042296027,-0.00912366,C
5647,2.13697259,-0.270239556,0.67214857,0.113713278,-0.00105069,-0.05847685,-0.035904416,0.01984971,0.023585761,C
5667,1.287239561,-0.992189085,1.298729631,1.134121966,-0.3833751,-1.534491662,0.804347897,-0.287496707,0.075615136,C
5686,1.752185505,-0.621908728,0.751595095,0.027990778,-0.281609059,-0.196652375,-0.017641182,-0.062984423,-0.005533998,C
5705,2.473544223,-0.282179234,0.181320297,0.015484239,0.008515944,-0.092174011,-0.003329808,-0.017807417,-0.083368397,C
5723,1.435785734,-0.748834873,0.977960554,0.491736817,-0.287056525,-0.579023879,0.184062331,-0.167727525,0.033843497,C
5743,-3.180986479,-2.822736101,2.389760192,-0.863940021,-0.336084273,-0.206800457,-0.341490681,0.248736608,-0.407216805,C
5762,0.016458585,-1.025524007,0.858761821,1.745298785,0.634830402,-0.280229977,-0.250518183,0.068355894,0.099841049,C
5783,1.705245946,-0.496625989,0.718704311,0.078573179,-0.140398766,-0.145646155,-0.037824772,-0.117154041,0.045578944,C
5805,2.584922363,-0.089487393,0.258152721,0.05554697,0.03500985,-0.023497716,-0.010188524,0.043618023,-0.000831665,C
5826,1.070438342,-0.857962035,0.972492087,0.293371707,-0.349513762,-0.204356719,-0.088017003,-0.131557826,0.029207066,C
5848,1.641753426,-0.662433382,0.857304381,0.218921323,-0.381042535,-0.31278356,0.063727963,-0.105182962,0.021573985,C
5868,2.704177641,-0.123386936,0.309388475,-0.047637457,-0.022965405,-0.056209368,0.000937359,0.005072365,-0.029635911,C
5885,-7.130011809,-4.358565475,4.603201936,-0.117957541,-0.538854722,-0.317676492,-0.267978289,0.941465374,-0.835010976,C
5906,2.888735068,0.014747505,0.291695261,-0.071527784,0.008363318,-0.007815136,-0.015587081,0.037512015,0.004244842,C
5925,1.741197779,-0.585738906,0.399280916,0.413416455,0.081563443,-0.197287274,-0.017011638,-0.004332158,0.017951433,C
5943,1.740937798,-0.514118657,0.500939079,0.492868186,0.109405412,-0.162889147,-0.040057931,0.030025951,3.99E-05,C
5961,1.846667848,-0.462062062,0.26621915,0.295381737,0.049420966,-0.091089591,-0.06209221,0.04517673,-0.018572935,C
5983,1.722469872,-0.535594119,0.488510678,0.466011638,0.028635595,-0.160947622,-0.072596434,-0.039905799,0.04238638,C
6001,-7.711714186,-4.723835947,3.30532807,-0.137676199,-0.393325814,0.90331139,-1.132487604,1.168200017,-0.531302134,C
6022,2.899128181,0.048493785,0.270314984,-0.041306664,0.010698168,0.033542339,-0.035842232,0.03063727,0.003893196,C
6037,1.846196071,-0.671450321,-0.285843309,-0.179387895,-0.074477333,0.031790324,-0.074429975,-0.020339627,-0.05322208,A
6059,2.305272929,-0.351160487,0.025667306,-0.100526532,0.07666584,-0.027107729,-0.015973999,-0.024549003,-0.063802751,A
6080,1.838656517,-0.362626673,-0.088304443,0.098779073,0.060470646,0.045436556,0.034989984,-0.031839803,0.028462791,A
6104,2.701360703,-0.10574067,0.167951819,-0.047430589,0.024478403,0.011800797,-0.031575155,0.018750415,-0.008470204,A
6123,0.924700011,-1.440916539,-0.517279709,-0.35842739,-0.483336744,-0.247940197,-0.07659316,-0.336079143,-0.514507511,A
6145,-0.02177069,-1.677627103,-0.788616627,0.039005661,-0.230843057,-0.719502762,0.256221907,-0.518847436,-1.198662749,A
6169,2.832979539,-0.000466358,0.217783346,-0.069146346,0.011207218,-0.000127758,-0.004647569,0.003015704,-0.035862307,A
6188,2.150720857,-0.56634302,-0.167810091,-0.109423968,-0.079927474,-0.098952253,-0.03539684,-0.164348619,-0.305362507,A
6206,2.517534941,-0.302789445,0.071194594,-0.124990171,-0.033786749,-0.023914598,-0.029393567,-0.001463719,0.04531301,A
6223,1.190946965,-1.245880139,-0.685862884,-0.292053764,-0.228768614,-0.158484258,-0.062474976,-0.232895129,-0.330182072,A
6244,2.795783214,-0.096166399,0.158533469,-0.082110664,0.028701303,-0.000177288,-0.010760125,0.041060468,0.019615554,A
6258,2.082907587,-0.410492872,-0.193722536,0.105133388,0.212850169,-0.158564805,0.066246597,0.163120357,-0.045882271,D
6281,1.141484366,-0.330436441,-0.196830515,0.055179698,0.139215507,0.02249549,0.22860872,-0.098823439,-0.088895718,D
6305,2.753576343,-0.103156616,0.16787214,-0.007194535,0.083594239,-0.022468733,0.01977695,0.068314202,-0.016614475,D
6320,1.592729374,-0.813872332,-0.473272322,0.093357915,0.264241012,-0.191278882,0.146028429,0.22687776,0.067330829,D
6344,2.63759711,-0.211271887,0.035374769,-0.044239606,0.091053568,-0.029578309,0.027999578,0.082555711,-0.001469298,D
6359,2.279174212,-0.135869514,-0.070904448,-0.01487304,0.064114548,0.0163079,0.041255412,0.06456306,0.004324447,A
6383,2.992712866,0.049535539,0.292889179,-0.081474355,0.004251107,0.012244252,-0.005174869,0.030943952,0.004353857,A
6384,1.793762804,-0.460851812,0.334593897,-0.013933935,-0.023718818,0.003826762,-0.020424295,0.161609115,0.06092889,D
6408,2.002076466,-0.670948327,-0.192561141,-0.212947572,-0.087823896,-0.016904278,-0.065420395,-0.021645527,0.076145094,A
6426,2.143169372,-0.412287275,-0.165949028,0.035239912,0.083216556,-0.1040123,0.049557527,0.008925154,-0.304892557,D
6449,2.057316239,-0.10291322,0.179014878,-0.116183243,-0.065127367,0.049016729,-0.161838459,0.040760867,-0.027321084,A
6473,1.250667592,-1.04063408,-0.523817984,0.246894845,0.269612051,-0.220122889,0.088307252,0.051812706,-0.338280614,A
6495,1.11636126,-0.784248124,-0.424598616,0.385550053,0.406024632,-0.212151847,0.121383842,0.191533704,0.052789904,A
6519,2.792234947,-0.082565284,0.192462878,-0.02784857,0.064131335,-0.01145647,0.013267776,0.07321379,0.03815366,A
6533,2.318531189,-0.397296774,-0.214017971,-0.116441958,0.097395499,-0.023824017,0.027294046,0.030339126,-0.121685924,A
6553,2.454466403,-0.225740144,0.110273948,-0.170506522,-2.95E-05,-0.003475929,-0.040237111,-0.071400645,0.020019482,A
6575,2.623212257,-0.21710475,0.086389118,-0.135538739,-0.054627225,-0.027346122,-0.04861812,-0.028302818,-0.017455051,A
6591,2.579199355,-0.206650414,0.087166786,-0.129592696,-0.066471738,-0.048200929,-0.022497415,-0.039405151,-0.115111323,A
6609,-1.013856096,-0.263766961,-0.434289807,-0.172290882,-0.294237346,-0.069105192,-0.058063398,-0.080779781,0.039270507,D
6633,0.43264454,0.774392616,-0.120357317,-0.129704074,-0.27866131,-0.23471424,0.031352482,0.282740655,-0.106387026,D
6657,0.144527126,0.34627306,-0.10774219,-0.16127742,0.000880554,-0.128463009,-0.070343717,-0.172780919,0.020113088,D
6681,2.450348389,-0.060058947,0.196799134,-0.026419676,0.015284919,0.023483337,-0.074295837,0.026361157,-0.056720931,A
6704,2.326149454,-0.4144542,-0.016054488,-0.063455774,-0.024313429,-0.055902346,-0.023076203,-0.064918069,-0.163898694,D
6722,-2.922725889,0.599574195,-0.906667527,0.186294162,-0.260976268,-0.333811231,0.086399656,0.036085384,0.087338923,D
6746,0.683645807,0.000263396,-0.318915169,0.188241863,0.01958442,0.130836077,0.019384755,-0.024965938,0.140508456,D
6770,0.544398099,0.398276385,-0.355770124,0.119955996,-0.095206913,0.134096041,0.109108743,-0.062106667,0.073933154,D
6794,2.881542696,0.023667209,0.273293041,-0.059213333,0.015169747,0.002311861,-0.005880968,0.058720368,0.005856468,D
6814,2.890285752,0.049227471,0.28843624,-0.061145427,0.015119792,0.017832927,0.026675974,0.023770141,0.028932432,D
6834,2.835863838,-0.022804609,0.246909505,-0.035011358,0.035933773,0.036206807,-0.040385612,0.042371144,0.053928469,D
6850,0.28857718,-1.532657189,-0.886532854,0.067655235,0.106760832,-0.001958601,-0.190542703,-0.052826697,0.053939724,D
6874,-0.610464636,-2.160170329,-1.235315948,-0.17905786,0.029128688,-0.024640729,-0.326945058,0.114983152,0.505162132,D
6898,1.709814849,-0.578550349,-0.353520309,-0.164363748,0.034120427,-0.033898041,-0.135009346,-0.034085819,0.025095658,D
6922,-0.13906749,-0.725188691,-0.487982257,0.377648893,0.231712046,0.002697649,-0.038111355,0.091768875,0.115943849,D
6946,1.201040655,-0.585970089,-0.160973049,0.006245243,0.052953942,0.035004317,-0.095596912,-0.164238672,0.223226178,D
6970,2.262166505,-0.164646666,0.158899115,0.188806354,0.096061267,0.046093397,0.007723203,0.050159935,0.046580999,D
6991,1.947538322,-0.221537479,-0.069122183,0.053261941,0.049339276,0.080529723,0.033106994,0.008333669,0.110258721,D
7015,1.095570953,-0.687186087,-0.241600664,0.104276301,0.058869858,-0.161910701,0.118091579,-0.154426728,-0.233606149,D
7039,-14.13415384,-2.982969916,-1.266382887,-1.019315403,0.202652432,-0.299737724,-0.551962175,0.315785543,-0.356128068,D
7063,0.0194929,-0.62771364,-0.657683795,0.129413049,-0.025583216,-0.170166076,0.213819533,-0.144628428,-0.382705099,D
7087,-2.77752564,-0.114525706,-0.117958583,0.16084458,-0.251023829,0.206318226,-0.167988994,0.094372082,-0.045344049,D
7111,-0.43391169,1.010694278,-0.295193812,-0.176947176,-0.010620125,-0.215144491,0.046890789,-0.026371247,-0.029036512,D
7135,0.089628827,0.727020576,-0.240483691,0.042667674,-0.039701803,-0.142939249,-0.163220488,0.135671375,0.018022876,D
7159,2.665571788,-0.004242224,0.244844253,-0.073486541,0.043345875,0.003756228,-0.005258401,-0.000957796,0.001456237,D
7182,2.428225866,-0.022201991,0.222398487,0.029423397,0.039992115,0.05276218,-0.023289854,0.026420281,-0.009277398,D
7205,2.50321733,-0.113067081,0.155840881,0.061962808,0.076718333,0.103322297,-0.036568536,0.01052966,0.04915922,D
7225,2.241317729,-0.083788103,0.108210283,0.038876869,0.020819768,0.068811408,0.091530293,0.025671502,0.044483376,D
7249,1.790443456,-0.337659395,-0.148537791,0.018466724,0.100294126,-0.01895675,-0.083110559,0.146787402,0.053618667,D
7273,1.561447828,-0.123800323,0.039485671,0.017751888,0.043337122,0.056694082,0.027366834,-0.010170126,0.070536431,D
7297,2.519976817,-0.046779256,0.160311614,-0.009365685,0.019131712,0.095739434,0.057961793,0.014908266,0.010289082,D
7320,2.481748949,-0.101485468,0.218600894,0.081239063,0.05593979,0.062950857,-0.058189578,-0.019994527,0.009849974,D
7342,0.923580371,-0.154932996,-0.26893491,0.297851906,0.14918739,-0.200276109,0.053752472,0.111812349,-0.059769993,D
7366,-0.89717764,0.725483911,-0.588356776,0.115063579,-0.240324445,0.066994996,0.146527491,0.041464426,0.089569332,D
7390,2.379957143,-0.094419594,0.161003737,0.120806318,0.049084788,-0.019353658,0.080993505,0.049601656,0.063478797,D
7413,1.934279574,-0.289524957,0.042453356,0.229481828,0.103646994,0.042397166,0.033972657,0.027859598,-0.006504585,D
7435,1.549682753,-0.286997052,-0.154639478,0.210229212,0.176027009,-0.086365811,0.078480038,0.102692539,0.118786528,D
7459,-4.166011914,1.838425013,-0.792576064,-0.252268305,-0.318724235,-0.302980815,-0.004958675,0.209641628,-0.154652143,D
7483,-3.007974069,0.936062005,-0.665330582,-0.240800434,0.039225804,-0.131524092,0.062563965,-0.115577463,0.222224381,D
7507,1.121731894,0.974269911,0.086410508,-0.260140468,-0.05974911,-0.200746408,0.079209947,0.038681865,-0.030099821,D
7531,0.914755846,-1.018179478,-0.41764228,-0.093992745,0.009004855,-0.007075285,-0.151417924,0.161587392,0.335949109,D
7555,-1.72896606,-1.440235636,-0.891034314,0.400085834,0.093995333,0.001619668,-0.051289031,-0.088678489,0.480741856,D
7579,1.514787073,-0.150799784,-0.024724087,0.205951686,0.113632737,0.049781884,-0.047723184,0.009064902,0.098015314,D
7603,2.787647735,-0.051401779,0.219100685,-0.068855021,-0.006783175,-0.001725353,-0.009667067,0.010842187,0.004782524,D
7622,2.482078195,-0.251531294,0.100812607,-0.046778048,0.014701273,0.036869047,-0.081266058,0.016638285,0.106487494,D
7641,2.880215577,0.024440131,0.256311085,-0.061476198,0.038521398,0.03019702,-0.002927741,0.01294178,-0.015451188,D
7661,1.911343451,-0.352541199,-0.044266933,-0.124336969,-0.033156115,0.01571878,-0.171898577,0.027658031,0.091491786,D
7684,1.997213933,-0.117443325,0.134544312,0.032484998,-0.021934544,0.005139498,0.056514613,0.002704279,0.011946811,A
7708,2.474487932,-0.115894637,0.032687069,-0.189845341,-0.042859816,-0.027366124,-0.00533835,-0.003886547,0.016690345,A
7732,1.609967406,-0.845586959,-0.383503609,-0.341689693,-0.216487451,-0.036477446,-0.077060091,-0.230346689,-0.111699786,A
7755,2.122252612,-0.607667282,-0.145596599,-0.251198408,-0.169887491,-0.05417311,-0.041569052,-0.121953691,-0.196351249,A
7774,2.892348531,-0.0252083,0.23082871,-0.100773225,-0.001665905,0.015989206,-0.020761066,0.02215372,-0.004938697,A
7789,2.398606393,-0.349064492,0.008306624,-0.046941751,0.055849909,-0.04574451,-0.025508918,-0.023778454,-0.135821187,A
7807,2.561342376,-0.229605407,0.063174377,-0.140933262,-0.036827065,-0.009863629,-0.061447124,-0.005887171,-0.047776488,A
7827,2.502526613,-0.315157878,0.06885451,-0.183541357,-0.099468539,0.005678501,-0.058477353,-0.054876762,-0.045368171,A
7844,2.522257951,-0.097053891,0.271558214,-0.067355601,0.02180305,-0.004168608,-0.032797532,0.012378129,-0.011325633,D
7866,1.035213095,-1.41758098,-0.802571589,-0.261267773,-0.134869706,-0.17739349,-0.051532209,-0.194559552,-0.205523117,A
7885,2.794106935,-0.094052979,0.155885485,-0.097427382,0.022954922,0.026792505,-0.026080492,0.054702211,0.063356932,A
7901,2.351054801,-0.286731041,-0.089998829,-0.104774999,-0.052925326,-0.132047171,-0.024660905,-0.045830061,-0.240235509,A
7923,2.489762932,-0.247670348,-0.039027181,-0.10070251,0.017641267,-0.005745186,-0.033272682,0.024845423,-0.039149527,A
7943,2.492067702,-0.306611935,0.023924492,-0.157152166,-0.053997237,-0.009812141,-0.013779275,-0.050722953,-0.044030782,A
7962,2.130631827,-0.583865136,-0.262771861,-0.136455209,0.051422209,-0.019894325,-0.034422908,0.022264299,-0.032927229,A
7980,1.954008282,-0.720728446,-0.237205583,-0.156252194,-0.128869186,-0.145036767,-0.031106524,-0.195872756,-0.25224257,A
7999,1.021422162,-1.375285383,-0.668391602,-0.30028676,-0.333097821,-0.166174441,-0.174612276,-0.4022154,-0.399413913,A
8021,2.34421119,-0.30782176,0.065784453,-0.02732301,0.027570135,-0.007825954,0.013516688,-0.034744135,-0.15240719,A
8042,2.70560191,-0.136501899,0.152982465,0.014916072,0.100582946,-0.038126135,0.031776412,0.087424633,0.001630264,D
8056,2.31345207,-0.436896499,-0.05338149,-0.091952717,0.014163259,-0.02481196,-0.031021966,0.0133925,0.028720691,A
8073,1.360756705,-1.159982364,-0.588802919,-0.18042393,-0.063331678,-0.163952805,-0.050448289,-0.164763752,-0.215504666,A
